SURVEY,SPECIES_CODE,REPORT_NUMBER,LENGTH,region,year,BIOMASS,NUMBERS
198801,21740,1,10,Undefined,1988,0,0
198801,21740,1,11,Undefined,1988,0,0
198801,21740,1,12,Undefined,1988,0,0
198801,21740,1,13,Undefined,1988,0,0
198801,21740,1,14,Undefined,1988,0,0
198801,21740,1,15,Undefined,1988,0,0
198801,21740,1,16,Undefined,1988,0,0
198801,21740,1,17,Undefined,1988,0,0
198801,21740,1,18,Undefined,1988,0,0
198801,21740,1,19,Undefined,1988,0,0
198801,21740,1,20,Undefined,1988,0,0
198801,21740,1,21,Undefined,1988,0,0
198801,21740,1,22,Undefined,1988,0,0
198801,21740,1,23,Undefined,1988,0,0
198801,21740,1,24,Undefined,1988,0,0
198801,21740,1,25,Undefined,1988,0,0
198801,21740,1,26,Undefined,1988,0,0
198801,21740,1,27,Undefined,1988,0,0
198801,21740,1,28,Undefined,1988,0,0
198801,21740,1,29,Undefined,1988,0,0
198801,21740,1,30,Undefined,1988,0,0
198801,21740,1,31,Undefined,1988,0,0
198801,21740,1,32,Undefined,1988,0,0
198801,21740,1,33,Undefined,1988,0,0
198801,21740,1,34,Undefined,1988,0,0
198801,21740,1,35,Undefined,1988,0,0
198801,21740,1,36,Undefined,1988,0,0
198801,21740,1,37,Undefined,1988,3199000,9489750
198801,21740,1,38,Undefined,1988,2304000,6279202
198801,21740,1,39,Undefined,1988,6365000,15969790
198801,21740,1,40,Undefined,1988,10573000,24475430
198801,21740,1,41,Undefined,1988,12697000,27171250
198801,21740,1,42,Undefined,1988,24360000,48280880
198801,21740,1,43,Undefined,1988,64253000,118157000
198801,21740,1,44,Undefined,1988,104733000,179008100
198801,21740,1,45,Undefined,1988,206586000,328720100
198801,21740,1,46,Undefined,1988,328735000,487742000
198801,21740,1,47,Undefined,1988,394741000,546926100
198801,21740,1,48,Undefined,1988,367368000,476011300
198801,21740,1,49,Undefined,1988,320630000,389062300
198801,21740,1,50,Undefined,1988,217890000,247928700
198801,21740,1,51,Undefined,1988,152084000,162479900
198801,21740,1,52,Undefined,1988,79654000,79998490
198801,21740,1,53,Undefined,1988,50739000,47960670
198801,21740,1,54,Undefined,1988,21211000,18891500
198801,21740,1,55,Undefined,1988,14191000,11922380
198801,21740,1,56,Undefined,1988,5580000,4426917
198801,21740,1,57,Undefined,1988,3886000,2914284
198801,21740,1,58,Undefined,1988,1395000,989628
198801,21740,1,59,Undefined,1988,0,0
198801,21740,1,60,Undefined,1988,0,0
198801,21740,1,61,Undefined,1988,2561000,1547315
198801,21740,1,62,Undefined,1988,0,0
198801,21740,1,63,Undefined,1988,0,0
198801,21740,1,64,Undefined,1988,0,0
198801,21740,1,65,Undefined,1988,0,0
198801,21740,1,66,Undefined,1988,0,0
198801,21740,1,67,Undefined,1988,0,0
198801,21740,1,68,Undefined,1988,0,0
198801,21740,1,69,Undefined,1988,0,0
198801,21740,1,70,Undefined,1988,0,0
198801,21740,1,71,Undefined,1988,0,0
198801,21740,1,72,Undefined,1988,0,0
198801,21740,1,73,Undefined,1988,0,0
198901,21740,1,10,Undefined,1989,0,0
198901,21740,1,11,Undefined,1989,0,0
198901,21740,1,12,Undefined,1989,0,0
198901,21740,1,13,Undefined,1989,0,0
198901,21740,1,14,Undefined,1989,0,0
198901,21740,1,15,Undefined,1989,0,0
198901,21740,1,16,Undefined,1989,0,0
198901,21740,1,17,Undefined,1989,0,0
198901,21740,1,18,Undefined,1989,0,0
198901,21740,1,19,Undefined,1989,0,0
198901,21740,1,20,Undefined,1989,0,0
198901,21740,1,21,Undefined,1989,0,0
198901,21740,1,22,Undefined,1989,0,0
198901,21740,1,23,Undefined,1989,0,0
198901,21740,1,24,Undefined,1989,0,0
198901,21740,1,25,Undefined,1989,0,0
198901,21740,1,26,Undefined,1989,0,0
198901,21740,1,27,Undefined,1989,0,0
198901,21740,1,28,Undefined,1989,0,0
198901,21740,1,29,Undefined,1989,0,0
198901,21740,1,30,Undefined,1989,0,0
198901,21740,1,31,Undefined,1989,0,0
198901,21740,1,32,Undefined,1989,0,0
198901,21740,1,33,Undefined,1989,0,0
198901,21740,1,34,Undefined,1989,0,0
198901,21740,1,35,Undefined,1989,0,0
198901,21740,1,36,Undefined,1989,0,0
198901,21740,1,37,Undefined,1989,846000,2865778
198901,21740,1,38,Undefined,1989,0,0
198901,21740,1,39,Undefined,1989,1461000,4105070
198901,21740,1,40,Undefined,1989,1116000,2865778
198901,21740,1,41,Undefined,1989,1532000,3604108
198901,21740,1,42,Undefined,1989,10704000,23113390
198901,21740,1,43,Undefined,1989,16516000,32800310
198901,21740,1,44,Undefined,1989,29588000,54145370
198901,21740,1,45,Undefined,1989,93899000,158634700
198901,21740,1,46,Undefined,1989,113092000,176691800
198901,21740,1,47,Undefined,1989,268496000,388600400
198901,21740,1,48,Undefined,1989,323170000,433985200
198901,21740,1,49,Undefined,1989,345632000,431327900
198901,21740,1,50,Undefined,1989,314778000,365587700
198901,21740,1,51,Undefined,1989,258067000,279338400
198901,21740,1,52,Undefined,1989,166322000,168016700
198901,21740,1,53,Undefined,1989,89721000,84698680
198901,21740,1,54,Undefined,1989,56681000,50066300
198901,21740,1,55,Undefined,1989,16270000,13462970
198901,21740,1,56,Undefined,1989,6059000,4702424
198901,21740,1,57,Undefined,1989,10681000,7783970
198901,21740,1,58,Undefined,1989,1220000,835475
198901,21740,1,59,Undefined,1989,0,0
198901,21740,1,60,Undefined,1989,0,0
198901,21740,1,61,Undefined,1989,0,0
198901,21740,1,62,Undefined,1989,0,0
198901,21740,1,63,Undefined,1989,0,0
198901,21740,1,64,Undefined,1989,0,0
198901,21740,1,65,Undefined,1989,0,0
198901,21740,1,66,Undefined,1989,0,0
198901,21740,1,67,Undefined,1989,0,0
198901,21740,1,68,Undefined,1989,0,0
198901,21740,1,69,Undefined,1989,0,0
198901,21740,1,70,Undefined,1989,0,0
198901,21740,1,71,Undefined,1989,0,0
198901,21740,1,72,Undefined,1989,0,0
198901,21740,1,73,Undefined,1989,0,0
199101,21740,1,10,Undefined,1991,0,0
199101,21740,1,11,Undefined,1991,0,0
199101,21740,1,12,Undefined,1991,0,0
199101,21740,1,13,Undefined,1991,0,0
199101,21740,1,14,Undefined,1991,0,0
199101,21740,1,15,Undefined,1991,0,0
199101,21740,1,16,Undefined,1991,0,0
199101,21740,1,17,Undefined,1991,0,0
199101,21740,1,18,Undefined,1991,0,0
199101,21740,1,19,Undefined,1991,0,0
199101,21740,1,20,Undefined,1991,0,0
199101,21740,1,21,Undefined,1991,0,0
199101,21740,1,22,Undefined,1991,500000,500000
199101,21740,1,23,Undefined,1991,500000,1601033
199101,21740,1,24,Undefined,1991,500000,1189807
199101,21740,1,25,Undefined,1991,0,0
199101,21740,1,26,Undefined,1991,500000,500000
199101,21740,1,27,Undefined,1991,0,0
199101,21740,1,28,Undefined,1991,0,0
199101,21740,1,29,Undefined,1991,0,0
199101,21740,1,30,Undefined,1991,0,0
199101,21740,1,31,Undefined,1991,0,0
199101,21740,1,32,Undefined,1991,0,0
199101,21740,1,33,Undefined,1991,0,0
199101,21740,1,34,Undefined,1991,0,0
199101,21740,1,35,Undefined,1991,0,0
199101,21740,1,36,Undefined,1991,0,0
199101,21740,1,37,Undefined,1991,500000,500000
199101,21740,1,38,Undefined,1991,768000,2467354
199101,21740,1,39,Undefined,1991,1843000,5345934
199101,21740,1,40,Undefined,1991,2801000,7358193
199101,21740,1,41,Undefined,1991,7940000,18932782
199101,21740,1,42,Undefined,1991,10812000,23456264
199101,21740,1,43,Undefined,1991,15540000,30743115
199101,21740,1,44,Undefined,1991,20103000,36341195
199101,21740,1,45,Undefined,1991,28059000,46446359
199101,21740,1,46,Undefined,1991,36235000,55027154
199101,21740,1,47,Undefined,1991,56880000,79393607
199101,21740,1,48,Undefined,1991,101488000,130434792
199101,21740,1,49,Undefined,1991,141399000,167614832
199101,21740,1,50,Undefined,1991,187006000,204794459
199101,21740,1,51,Undefined,1991,186358000,188838639
199101,21740,1,52,Undefined,1991,170855000,160436590
199101,21740,1,53,Undefined,1991,139671000,121715784
199101,21740,1,54,Undefined,1991,77905000,63092163
199101,21740,1,55,Undefined,1991,52506000,39570305
199101,21740,1,56,Undefined,1991,23541000,16531018
199101,21740,1,57,Undefined,1991,12470000,8169571
199101,21740,1,58,Undefined,1991,6603000,4040916
199101,21740,1,59,Undefined,1991,1284000,734712
199101,21740,1,60,Undefined,1991,2743000,1469424
199101,21740,1,61,Undefined,1991,2195000,1102068
199101,21740,1,62,Undefined,1991,780000,500000
199101,21740,1,63,Undefined,1991,0,0
199101,21740,1,64,Undefined,1991,0,0
199101,21740,1,65,Undefined,1991,938000,500000
199101,21740,1,66,Undefined,1991,0,0
199101,21740,1,67,Undefined,1991,0,0
199101,21740,1,68,Undefined,1991,0,0
199101,21740,1,69,Undefined,1991,0,0
199101,21740,1,70,Undefined,1991,0,0
199101,21740,1,71,Undefined,1991,0,0
199101,21740,1,72,Undefined,1991,0,0
199101,21740,1,73,Undefined,1991,0,0
199202,21740,1,10,Undefined,1992,0,0
199202,21740,1,11,Undefined,1992,0,0
199202,21740,1,12,Undefined,1992,0,0
199202,21740,1,13,Undefined,1992,0,0
199202,21740,1,14,Undefined,1992,0,0
199202,21740,1,15,Undefined,1992,0,0
199202,21740,1,16,Undefined,1992,0,0
199202,21740,1,17,Undefined,1992,0,0
199202,21740,1,18,Undefined,1992,0,0
199202,21740,1,19,Undefined,1992,0,0
199202,21740,1,20,Undefined,1992,0,0
199202,21740,1,21,Undefined,1992,0,0
199202,21740,1,22,Undefined,1992,0,0
199202,21740,1,23,Undefined,1992,0,0
199202,21740,1,24,Undefined,1992,0,0
199202,21740,1,25,Undefined,1992,0,0
199202,21740,1,26,Undefined,1992,0,0
199202,21740,1,27,Undefined,1992,0,0
199202,21740,1,28,Undefined,1992,0,0
199202,21740,1,29,Undefined,1992,0,0
199202,21740,1,30,Undefined,1992,0,0
199202,21740,1,31,Undefined,1992,500000,500000
199202,21740,1,32,Undefined,1992,500000,500000
199202,21740,1,33,Undefined,1992,500000,500000
199202,21740,1,34,Undefined,1992,0,0
199202,21740,1,35,Undefined,1992,0,0
199202,21740,1,36,Undefined,1992,500000,500000
199202,21740,1,37,Undefined,1992,0,0
199202,21740,1,38,Undefined,1992,500000,500000
199202,21740,1,39,Undefined,1992,0,0
199202,21740,1,40,Undefined,1992,500000,1229830
199202,21740,1,41,Undefined,1992,1235000,3049637
199202,21740,1,42,Undefined,1992,3316000,7437052
199202,21740,1,43,Undefined,1992,6760000,13793906
199202,21740,1,44,Undefined,1992,9877000,18380829
199202,21740,1,45,Undefined,1992,16329000,27770575
199202,21740,1,46,Undefined,1992,20645000,32149796
199202,21740,1,47,Undefined,1992,29146000,41639299
199202,21740,1,48,Undefined,1992,51983000,68254863
199202,21740,1,49,Undefined,1992,84329000,101941944
199202,21740,1,50,Undefined,1992,115614000,128889905
199202,21740,1,51,Undefined,1992,140004000,144170500
199202,21740,1,52,Undefined,1992,124034000,118160949
199202,21740,1,53,Undefined,1992,120309000,106186498
199202,21740,1,54,Undefined,1992,82110000,67239860
199202,21740,1,55,Undefined,1992,53286000,40541642
199202,21740,1,56,Undefined,1992,38564000,27296385
199202,21740,1,57,Undefined,1992,19710000,12995870
199202,21740,1,58,Undefined,1992,9188000,5650378
199202,21740,1,59,Undefined,1992,7872000,4520302
199202,21740,1,60,Undefined,1992,2631000,1412595
199202,21740,1,61,Undefined,1992,562000,500000
199202,21740,1,62,Undefined,1992,600000,500000
199202,21740,1,63,Undefined,1992,0,0
199202,21740,1,64,Undefined,1992,1363000,565038
199202,21740,1,65,Undefined,1992,0,0
199202,21740,1,66,Undefined,1992,0,0
199202,21740,1,67,Undefined,1992,0,0
199202,21740,1,68,Undefined,1992,0,0
199202,21740,1,69,Undefined,1992,0,0
199202,21740,1,70,Undefined,1992,0,0
199202,21740,1,71,Undefined,1992,0,0
199202,21740,1,72,Undefined,1992,0,0
199202,21740,1,73,Undefined,1992,0,0
199301,21740,1,10,Undefined,1993,0,0
199301,21740,1,11,Undefined,1993,0,0
199301,21740,1,12,Undefined,1993,0,0
199301,21740,1,13,Undefined,1993,0,0
199301,21740,1,14,Undefined,1993,0,0
199301,21740,1,15,Undefined,1993,0,0
199301,21740,1,16,Undefined,1993,0,0
199301,21740,1,17,Undefined,1993,0,0
199301,21740,1,18,Undefined,1993,0,0
199301,21740,1,19,Undefined,1993,0,0
199301,21740,1,20,Undefined,1993,0,0
199301,21740,1,21,Undefined,1993,0,0
199301,21740,1,22,Undefined,1993,0,0
199301,21740,1,23,Undefined,1993,0,0
199301,21740,1,24,Undefined,1993,0,0
199301,21740,1,25,Undefined,1993,0,0
199301,21740,1,26,Undefined,1993,0,0
199301,21740,1,27,Undefined,1993,0,0
199301,21740,1,28,Undefined,1993,0,0
199301,21740,1,29,Undefined,1993,0,0
199301,21740,1,30,Undefined,1993,0,0
199301,21740,1,31,Undefined,1993,0,0
199301,21740,1,32,Undefined,1993,0,0
199301,21740,1,33,Undefined,1993,0,0
199301,21740,1,34,Undefined,1993,0,0
199301,21740,1,35,Undefined,1993,0,0
199301,21740,1,36,Undefined,1993,0,0
199301,21740,1,37,Undefined,1993,0,0
199301,21740,1,38,Undefined,1993,500000,735304
199301,21740,1,39,Undefined,1993,634000,1636449
199301,21740,1,40,Undefined,1993,1776000,4198023
199301,21740,1,41,Undefined,1993,2276000,4933328
199301,21740,1,42,Undefined,1993,3571000,7115260
199301,21740,1,43,Undefined,1993,3089000,5668632
199301,21740,1,44,Undefined,1993,4006000,6783579
199301,21740,1,45,Undefined,1993,4818000,7542864
199301,21740,1,46,Undefined,1993,8835000,12807873
199301,21740,1,47,Undefined,1993,16669000,22414792
199301,21740,1,48,Undefined,1993,22214000,27751743
199301,21740,1,49,Undefined,1993,39811000,46276213
199301,21740,1,50,Undefined,1993,63571000,68856842
199301,21740,1,51,Undefined,1993,75524000,76331815
199301,21740,1,52,Undefined,1993,77721000,73396678
199301,21740,1,53,Undefined,1993,83189000,73498680
199301,21740,1,54,Undefined,1993,79461000,65763967
199301,21740,1,55,Undefined,1993,64342000,49942939
199301,21740,1,56,Undefined,1993,39556000,28828858
199301,21740,1,57,Undefined,1993,20781000,14236600
199301,21740,1,58,Undefined,1993,14391000,9277264
199301,21740,1,59,Undefined,1993,4376000,2657499
199301,21740,1,60,Undefined,1993,1989000,1138928
199301,21740,1,61,Undefined,1993,1756000,949107
199301,21740,1,62,Undefined,1993,500000,500000
199301,21740,1,63,Undefined,1993,0,0
199301,21740,1,64,Undefined,1993,500000,500000
199301,21740,1,65,Undefined,1993,0,0
199301,21740,1,66,Undefined,1993,0,0
199301,21740,1,67,Undefined,1993,0,0
199301,21740,1,68,Undefined,1993,0,0
199301,21740,1,69,Undefined,1993,0,0
199301,21740,1,70,Undefined,1993,0,0
199301,21740,1,71,Undefined,1993,0,0
199301,21740,1,72,Undefined,1993,0,0
199301,21740,1,73,Undefined,1993,0,0
199502,21740,1,10,Undefined,1995,500000,500000
199502,21740,1,11,Undefined,1995,500000,500000
199502,21740,1,12,Undefined,1995,500000,536849
199502,21740,1,13,Undefined,1995,500000,500000
199502,21740,1,14,Undefined,1995,500000,500000
199502,21740,1,15,Undefined,1995,0,0
199502,21740,1,16,Undefined,1995,0,0
199502,21740,1,17,Undefined,1995,0,0
199502,21740,1,18,Undefined,1995,0,0
199502,21740,1,19,Undefined,1995,0,0
199502,21740,1,20,Undefined,1995,0,0
199502,21740,1,21,Undefined,1995,0,0
199502,21740,1,22,Undefined,1995,0,0
199502,21740,1,23,Undefined,1995,0,0
199502,21740,1,24,Undefined,1995,0,0
199502,21740,1,25,Undefined,1995,0,0
199502,21740,1,26,Undefined,1995,0,0
199502,21740,1,27,Undefined,1995,0,0
199502,21740,1,28,Undefined,1995,0,0
199502,21740,1,29,Undefined,1995,0,0
199502,21740,1,30,Undefined,1995,0,0
199502,21740,1,31,Undefined,1995,0,0
199502,21740,1,32,Undefined,1995,0,0
199502,21740,1,33,Undefined,1995,0,0
199502,21740,1,34,Undefined,1995,500000,500000
199502,21740,1,35,Undefined,1995,500000,500000
199502,21740,1,36,Undefined,1995,500000,500000
199502,21740,1,37,Undefined,1995,500000,500000
199502,21740,1,38,Undefined,1995,500000,1163064
199502,21740,1,39,Undefined,1995,1696500,4168020.5
199502,21740,1,40,Undefined,1995,5509500,12455643
199502,21740,1,41,Undefined,1995,9776500,20377530.5
199502,21740,1,42,Undefined,1995,20729500,39915950
199502,21740,1,43,Undefined,1995,22331500,39798884.5
199502,21740,1,44,Undefined,1995,24863000,41083269.5
199502,21740,1,45,Undefined,1995,32817000,50362353
199502,21740,1,46,Undefined,1995,37302500,53253171.5
199502,21740,1,47,Undefined,1995,30183500,40147710.5
199502,21740,1,48,Undefined,1995,44571500,55319524.5
199502,21740,1,49,Undefined,1995,40476500,46942781
199502,21740,1,50,Undefined,1995,47784500,51856116.5
199502,21740,1,51,Undefined,1995,57290500,58251576.5
199502,21740,1,52,Undefined,1995,81793000,78019806.5
199502,21740,1,53,Undefined,1995,90341500,80940410.5
199502,21740,1,54,Undefined,1995,104020500,87639226
199502,21740,1,55,Undefined,1995,102318000,81156148
199502,21740,1,56,Undefined,1995,91961500,68744819.5
199502,21740,1,57,Undefined,1995,81884500,57749759
199502,21740,1,58,Undefined,1995,70521500,46971059
199502,21740,1,59,Undefined,1995,48877500,30774963
199502,21740,1,60,Undefined,1995,28240000,16824877
199502,21740,1,61,Undefined,1995,11854500,6688721.5
199502,21740,1,62,Undefined,1995,7950500,4252478
199502,21740,1,63,Undefined,1995,3977500,2018319
199502,21740,1,64,Undefined,1995,1074000,517403.5
199502,21740,1,65,Undefined,1995,500000,500000
199502,21740,1,66,Undefined,1995,500000,500000
199502,21740,1,67,Undefined,1995,0,0
199502,21740,1,68,Undefined,1995,2569500,1014197.5
199502,21740,1,69,Undefined,1995,0,0
199502,21740,1,70,Undefined,1995,0,0
199502,21740,1,71,Undefined,1995,0,0
199502,21740,1,72,Undefined,1995,0,0
199502,21740,1,73,Undefined,1995,0,0
199702,21740,1,10,Undefined,1997,0,0
199702,21740,1,11,Undefined,1997,0,0
199702,21740,1,12,Undefined,1997,0,0
199702,21740,1,13,Undefined,1997,0,0
199702,21740,1,14,Undefined,1997,0,0
199702,21740,1,15,Undefined,1997,0,0
199702,21740,1,16,Undefined,1997,0,0
199702,21740,1,17,Undefined,1997,0,0
199702,21740,1,18,Undefined,1997,0,0
199702,21740,1,19,Undefined,1997,0,0
199702,21740,1,20,Undefined,1997,0,0
199702,21740,1,21,Undefined,1997,0,0
199702,21740,1,22,Undefined,1997,0,0
199702,21740,1,23,Undefined,1997,0,0
199702,21740,1,24,Undefined,1997,0,0
199702,21740,1,25,Undefined,1997,0,0
199702,21740,1,26,Undefined,1997,0,0
199702,21740,1,27,Undefined,1997,0,0
199702,21740,1,28,Undefined,1997,0,0
199702,21740,1,29,Undefined,1997,0,0
199702,21740,1,30,Undefined,1997,0,0
199702,21740,1,31,Undefined,1997,0,0
199702,21740,1,32,Undefined,1997,0,0
199702,21740,1,33,Undefined,1997,0,0
199702,21740,1,34,Undefined,1997,0,0
199702,21740,1,35,Undefined,1997,500000,500000
199702,21740,1,36,Undefined,1997,500000,500000
199702,21740,1,37,Undefined,1997,500000,500000
199702,21740,1,38,Undefined,1997,500000,500000
199702,21740,1,39,Undefined,1997,507000,1207960
199702,21740,1,40,Undefined,1997,634000,1391978
199702,21740,1,41,Undefined,1997,851000,1721316
199702,21740,1,42,Undefined,1997,1387000,2592058
199702,21740,1,43,Undefined,1997,2158000,3735460
199702,21740,1,44,Undefined,1997,3018000,4844505
199702,21740,1,45,Undefined,1997,4824000,7193889
199702,21740,1,46,Undefined,1997,7399000,10265819
199702,21740,1,47,Undefined,1997,10786000,13945265
199702,21740,1,48,Undefined,1997,12233000,14762323
199702,21740,1,49,Undefined,1997,15951000,17990061
199702,21740,1,50,Undefined,1997,19593000,20681284
199702,21740,1,51,Undefined,1997,23896000,23637726
199702,21740,1,52,Undefined,1997,28549000,26498464
199702,21740,1,53,Undefined,1997,29783000,25969597
199702,21740,1,54,Undefined,1997,38168000,31302835
199702,21740,1,55,Undefined,1997,35853000,27686451
199702,21740,1,56,Undefined,1997,33144000,24126126
199702,21740,1,57,Undefined,1997,31736000,21798953
199702,21740,1,58,Undefined,1997,26309000,17069839
199702,21740,1,59,Undefined,1997,21031000,12900829
199702,21740,1,60,Undefined,1997,20509000,11906529
199702,21740,1,61,Undefined,1997,11428000,6284305
199702,21740,1,62,Undefined,1997,6439000,3356855
199702,21740,1,63,Undefined,1997,2999000,1483648
199702,21740,1,64,Undefined,1997,1489000,699359
199702,21740,1,65,Undefined,1997,1096000,500000
199702,21740,1,66,Undefined,1997,500000,500000
199702,21740,1,67,Undefined,1997,0,0
199702,21740,1,68,Undefined,1997,0,0
199702,21740,1,69,Undefined,1997,0,0
199702,21740,1,70,Undefined,1997,0,0
199702,21740,1,71,Undefined,1997,0,0
199702,21740,1,72,Undefined,1997,0,0
199702,21740,1,73,Undefined,1997,0,0
199901,21740,1,10,Undefined,1999,0,0
199901,21740,1,11,Undefined,1999,0,0
199901,21740,1,12,Undefined,1999,0,0
199901,21740,1,13,Undefined,1999,0,0
199901,21740,1,14,Undefined,1999,0,0
199901,21740,1,15,Undefined,1999,0,0
199901,21740,1,16,Undefined,1999,0,0
199901,21740,1,17,Undefined,1999,0,0
199901,21740,1,18,Undefined,1999,0,0
199901,21740,1,19,Undefined,1999,0,0
199901,21740,1,20,Undefined,1999,0,0
199901,21740,1,21,Undefined,1999,0,0
199901,21740,1,22,Undefined,1999,0,0
199901,21740,1,23,Undefined,1999,0,0
199901,21740,1,24,Undefined,1999,0,0
199901,21740,1,25,Undefined,1999,0,0
199901,21740,1,26,Undefined,1999,0,0
199901,21740,1,27,Undefined,1999,0,0
199901,21740,1,28,Undefined,1999,0,0
199901,21740,1,29,Undefined,1999,0,0
199901,21740,1,30,Undefined,1999,0,0
199901,21740,1,31,Undefined,1999,0,0
199901,21740,1,32,Undefined,1999,0,0
199901,21740,1,33,Undefined,1999,0,0
199901,21740,1,34,Undefined,1999,0,0
199901,21740,1,35,Undefined,1999,0,0
199901,21740,1,36,Undefined,1999,0,0
199901,21740,1,37,Undefined,1999,0,0
199901,21740,1,38,Undefined,1999,0,0
199901,21740,1,39,Undefined,1999,500000,500000
199901,21740,1,40,Undefined,1999,1241520.568,1365217.258
199901,21740,1,41,Undefined,1999,5598068.506,6019340.023
199901,21740,1,42,Undefined,1999,7222621.491,7967278.219
199901,21740,1,43,Undefined,1999,12079195.34,13074247.29
199901,21740,1,44,Undefined,1999,11876970.38,12552389.63
199901,21740,1,45,Undefined,1999,16277607.39,17337141.18
199901,21740,1,46,Undefined,1999,17677931.69,18553338.13
199901,21740,1,47,Undefined,1999,13933066.23,13614634.93
199901,21740,1,48,Undefined,1999,11280365.42,10950556.12
199901,21740,1,49,Undefined,1999,10698199.22,9572320.587
199901,21740,1,50,Undefined,1999,18372661.93,16265841.28
199901,21740,1,51,Undefined,1999,12204363.43,10554376.61
199901,21740,1,52,Undefined,1999,23426841.1,19696587.09
199901,21740,1,53,Undefined,1999,20485966.48,17087862
199901,21740,1,54,Undefined,1999,25270383.46,21362886.71
199901,21740,1,55,Undefined,1999,39462812.65,32808353.31
199901,21740,1,56,Undefined,1999,46764108.69,38164340.54
199901,21740,1,57,Undefined,1999,40640537.57,33336840.1
199901,21740,1,58,Undefined,1999,44787695.73,36210895.09
199901,21740,1,59,Undefined,1999,28361849.06,23201258.85
199901,21740,1,60,Undefined,1999,18173879.06,15363790.24
199901,21740,1,61,Undefined,1999,22618135.43,18444402.58
199901,21740,1,62,Undefined,1999,15119634.51,12611708.98
199901,21740,1,63,Undefined,1999,5181298.15,4380658.568
199901,21740,1,64,Undefined,1999,3197917.965,2559701.96
199901,21740,1,65,Undefined,1999,1833314.121,1467435.313
199901,21740,1,66,Undefined,1999,500000,500000
199901,21740,1,67,Undefined,1999,862965.7969,690741.6845
199901,21740,1,68,Undefined,1999,0,0
199901,21740,1,69,Undefined,1999,0,0
199901,21740,1,70,Undefined,1999,0,0
199901,21740,1,71,Undefined,1999,0,0
199901,21740,1,72,Undefined,1999,0,0
199901,21740,1,73,Undefined,1999,0,0
200103,21740,1,10,Undefined,2001,0,0
200103,21740,1,11,Undefined,2001,0,0
200103,21740,1,12,Undefined,2001,0,0
200103,21740,1,13,Undefined,2001,0,0
200103,21740,1,14,Undefined,2001,0,0
200103,21740,1,15,Undefined,2001,0,0
200103,21740,1,16,Undefined,2001,0,0
200103,21740,1,17,Undefined,2001,0,0
200103,21740,1,18,Undefined,2001,0,0
200103,21740,1,19,Undefined,2001,0,0
200103,21740,1,20,Undefined,2001,0,0
200103,21740,1,21,Undefined,2001,0,0
200103,21740,1,22,Undefined,2001,0,0
200103,21740,1,23,Undefined,2001,0,0
200103,21740,1,24,Undefined,2001,0,0
200103,21740,1,25,Undefined,2001,0,0
200103,21740,1,26,Undefined,2001,0,0
200103,21740,1,27,Undefined,2001,0,0
200103,21740,1,28,Undefined,2001,0,0
200103,21740,1,29,Undefined,2001,0,0
200103,21740,1,30,Undefined,2001,0,0
200103,21740,1,31,Undefined,2001,0,0
200103,21740,1,32,Undefined,2001,0,0
200103,21740,1,33,Undefined,2001,0,0
200103,21740,1,34,Undefined,2001,0,0
200103,21740,1,35,Undefined,2001,0,0
200103,21740,1,36,Undefined,2001,0,0
200103,21740,1,37,Undefined,2001,0,0
200103,21740,1,38,Undefined,2001,500000,500000
200103,21740,1,39,Undefined,2001,500000,500000
200103,21740,1,40,Undefined,2001,500000,595656
200103,21740,1,41,Undefined,2001,500000,754581
200103,21740,1,42,Undefined,2001,500000,786782
200103,21740,1,43,Undefined,2001,857000,1343065
200103,21740,1,44,Undefined,2001,1546000,2264431
200103,21740,1,45,Undefined,2001,2362000,3239456
200103,21740,1,46,Undefined,2001,3071000,3948594
200103,21740,1,47,Undefined,2001,4338000,5237007
200103,21740,1,48,Undefined,2001,4275000,4851501
200103,21740,1,49,Undefined,2001,5443000,5815033
200103,21740,1,50,Undefined,2001,5617000,5654998
200103,21740,1,51,Undefined,2001,5794000,5503731
200103,21740,1,52,Undefined,2001,7683000,6894322
200103,21740,1,53,Undefined,2001,8970000,7611468
200103,21740,1,54,Undefined,2001,11429000,9181014
200103,21740,1,55,Undefined,2001,17342000,13200619
200103,21740,1,56,Undefined,2001,17388000,12554562
200103,21740,1,57,Undefined,2001,24019000,16463936
200103,21740,1,58,Undefined,2001,22069000,14375228
200103,21740,1,59,Undefined,2001,19904000,12330752
200103,21740,1,60,Undefined,2001,20044000,11819676
200103,21740,1,61,Undefined,2001,17588000,9880506
200103,21740,1,62,Undefined,2001,11689000,6260617
200103,21740,1,63,Undefined,2001,8482000,4334654
200103,21740,1,64,Undefined,2001,5940000,2898443
200103,21740,1,65,Undefined,2001,2860000,1333545
200103,21740,1,66,Undefined,2001,1095000,500000
200103,21740,1,67,Undefined,2001,500000,500000
200103,21740,1,68,Undefined,2001,500000,500000
200103,21740,1,69,Undefined,2001,500000,500000
200103,21740,1,70,Undefined,2001,500000,500000
200103,21740,1,71,Undefined,2001,0,0
200103,21740,1,72,Undefined,2001,0,0
200103,21740,1,73,Undefined,2001,0,0
